level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,level 12
Astronomical objects,Galaxy groups,Local Group,Magellanic Clouds,Large Magellanic Cloud,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Magellanic Clouds,Magellanic Stream,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Magellanic Clouds,Small Magellanic Cloud,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Magellanic Clouds,,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Galactic Center,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Gould Belt,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way disk,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way dynamics,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way evolution,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way formation,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way galactic halo,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way magnetic fields,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way mass,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Milky Way rotation,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,Solar neighborhood,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Milky Way Galaxy,,,,,,,,
Astronomical objects,Galaxy groups,Local Group,Triangulum Galaxy,,,,,,,,
Astronomical objects,Galaxy groups,Local Group,,,,,,,,,
Astronomical objects,Galaxy groups,,,,,,,,,,
Astronomical objects,Gaseous spheres,Protogalaxies,,,,,,,,,
Astronomical objects,Gaseous spheres,Protostars,Bok globules,,,,,,,,
Astronomical objects,Gaseous spheres,Protostars,Cometary nebulae,,,,,,,,
Astronomical objects,Gaseous spheres,Protostars,Herbig-Haro objects,,,,,,,,
Astronomical objects,Gaseous spheres,Protostars,,,,,,,,,
Astronomical objects,Gaseous spheres,,,,,,,,,,
Astronomical objects,Intergalactic medium,Dark matter,Baryonic dark matter,,,,,,,,
Astronomical objects,Intergalactic medium,Dark matter,Cold dark matter,,,,,,,,
Astronomical objects,Intergalactic medium,Dark matter,Hot dark matter,,,,,,,,
Astronomical objects,Intergalactic medium,Dark matter,Warm dark matter,,,,,,,,
Astronomical objects,Intergalactic medium,Dark matter,,,,,,,,,
Astronomical objects,Intergalactic medium,Intergalactic clouds,Intergalactic dust clouds,,,,,,,,
Astronomical objects,Intergalactic medium,Intergalactic clouds,,,,,,,,,
Astronomical objects,Intergalactic medium,Intergalactic gas,,,,,,,,,
Astronomical objects,Intergalactic medium,Missing mass,,,,,,,,,
Astronomical objects,Intergalactic medium,Warm-hot intergalactic medium,,,,,,,,,
Astronomical objects,Intergalactic medium,,,,,,,,,,
Astronomical objects,Interstellar medium,Dense clouds,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Coronal gas,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Cosmic dust,Dust grain,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Cosmic dust,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dark interstellar clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dark nebulae,Bok globules,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dark nebulae,Cometary globules,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dark nebulae,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dense clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Dense interstellar clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Diffuse interstellar clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Evaporating gaseous globules,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Gas clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,H I regions,HI line,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,H I regions,HI shells,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,H I regions,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,High-velocity clouds,Magellanic Stream,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,High-velocity clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Hydroxyl radical clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Intercloud medium,Intercloud gas,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Intercloud medium,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Molecular clouds,Collapsing clouds,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Molecular clouds,Giant molecular clouds,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Molecular clouds,H2 clouds,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Molecular clouds,Infrared cirrus,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Molecular clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Neutral hydrogen clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,Plasma clouds,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar clouds,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar dust,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,Contiuum radio emission,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,Diffuse interstellar bands,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,HI line,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,Infrared cirrus,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,Interstellar masers,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar emissions,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar gas,Hot interstellar gas,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar gas,Intercloud gas,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar gas,Ionized interstellar gas,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar gas,Neutral hydrogen gas,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar gas,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar magnetic fields,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar molecules,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar outflows,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar radiation field,,,,,,,,,
Astronomical objects,Interstellar medium,Interstellar wind,,,,,,,,,
Astronomical objects,Interstellar medium,Nebular filaments,,,,,,,,,
Astronomical objects,Interstellar medium,Stellar bridges,,,,,,,,,
Astronomical objects,Interstellar medium,Stellar jets,,,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,Heliosphere,Heliopause,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,Heliosphere,Heliosheath,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,Heliosphere,Stellar bow shocks,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,Heliosphere,Termination shock,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,Heliosphere,,,,,,,,
Astronomical objects,Interstellar medium,Stellar wind bubbles,,,,,,,,,
Astronomical objects,Interstellar medium,Superbubbles,,,,,,,,,
Astronomical objects,Interstellar medium,Supernova remnants,,,,,,,,,
Astronomical objects,Interstellar medium,Tidal tails,,,,,,,,,
Astronomical objects,Interstellar medium,,,,,,,,,,
Astronomical objects,Massive objects,Massive galaxies,cD galaxies,,,,,,,,
Astronomical objects,Massive objects,Massive galaxies,,,,,,,,,
Astronomical objects,Massive objects,Massive stars,Supermassive black holes,,,,,,,,
Astronomical objects,Massive objects,Massive stars,Supermassive stars,,,,,,,,
Astronomical objects,Massive objects,Massive stars,,,,,,,,,
Astronomical objects,Massive objects,,,,,,,,,,
Astronomical objects,Natural satellites,Jovian satellites,Galilean satellites,,,,,,,,
Astronomical objects,Natural satellites,Jovian satellites,,,,,,,,,
Astronomical objects,Natural satellites,Martian satellites,,,,,,,,,
Astronomical objects,Natural satellites,Neptunian satellites,,,,,,,,,
Astronomical objects,Natural satellites,Saturnian satellites,,,,,,,,,
Astronomical objects,Natural satellites,The Moon,,,,,,,,,
Astronomical objects,Natural satellites,Uranian satellites,,,,,,,,,
Astronomical objects,Natural satellites,,,,,,,,,,
Astronomical objects,Nebulae,Bipolar nebulae,,,,,,,,,
Astronomical objects,Nebulae,Bright nebulae,,,,,,,,,
Astronomical objects,Nebulae,Cometary nebulae,,,,,,,,,
Astronomical objects,Nebulae,Compact nebulae,,,,,,,,,
Astronomical objects,Nebulae,Dark nebulae,Bok globules,,,,,,,,
Astronomical objects,Nebulae,Dark nebulae,Cometary globules,,,,,,,,
Astronomical objects,Nebulae,Dark nebulae,,,,,,,,,
Astronomical objects,Nebulae,Diffuse nebulae,,,,,,,,,
Astronomical objects,Nebulae,Dust nebulae,,,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,H II regions,Bok globules,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,H II regions,Compact H II region,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,H II regions,,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,Planetary nebulae,Individual planetary nebulae,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,Planetary nebulae,Planetary nebulae nuclei,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,Planetary nebulae,,,,,,,,
Astronomical objects,Nebulae,Emission nebulae,,,,,,,,,
Astronomical objects,Nebulae,Filamentary nebulae,,,,,,,,,
Astronomical objects,Nebulae,Gaseous nebulae,,,,,,,,,
Astronomical objects,Nebulae,H I regions,HI line,,,,,,,,
Astronomical objects,Nebulae,H I regions,HI shells,,,,,,,,
Astronomical objects,Nebulae,H I regions,,,,,,,,,
Astronomical objects,Nebulae,Pre-solar nebulae,,,,,,,,,
Astronomical objects,Nebulae,Protoplanetary nebulae,,,,,,,,,
Astronomical objects,Nebulae,Reflection nebulae,,,,,,,,,
Astronomical objects,Nebulae,Ring nebulae,,,,,,,,,
Astronomical objects,Nebulae,Supernova remnants,,,,,,,,,
Astronomical objects,Nebulae,,,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar galaxies,,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Bp stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Carbon stars,N stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Carbon stars,R stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Carbon stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Am stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Ap stars,Holmium stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Ap stars,Manganese stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Ap stars,Silicon stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Ap stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Helium weak stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Helium-poor stars,BW stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Helium-poor stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Lithium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Manganese stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Mercury-manganese stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Am stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Ap stars,Holmium stars,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Ap stars,Manganese stars,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Ap stars,Silicon stars,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Ap stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Population I stars,Extreme population I stars,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,Population I stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Metal-rich stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Strontium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Technetium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,Zirconium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Chemically peculiar stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,Barium stars,Semi-barium stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,Barium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,Manganese stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,S stars,Zirconium stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,S stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,Strontium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,Technetium stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Heavy metal stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Am stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Bp stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetars,Soft gamma ray repeaters,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetic variable stars,Alpha2 Canum Venaticorum stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetic variable stars,Am stars,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetic variable stars,SX Arietis variables,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Magnetic variable stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,Mercury-manganese stars,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Magnetic stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Peculiar giants,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,Peculiar variable stars,,,,,,,,
Astronomical objects,Peculiar objects,Peculiar stars,,,,,,,,,
Astronomical objects,Peculiar objects,,,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Eccentric Jupiters,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hot Jupiters,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hot Neptunes,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hypothetical planets,Chthonian planets,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hypothetical planets,Ocean planets,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hypothetical planets,Trans-Plutonian planets,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hypothetical planets,Trojan planets,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Hypothetical planets,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Kepler Objects of Interest,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Pulsar planets,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Rogue planets,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,Super Earths,,,,,,,,
Astronomical objects,Planets,Extrasolar planets,,,,,,,,,
Astronomical objects,Planets,Gas giants,Eccentric Jupiters,,,,,,,,
Astronomical objects,Planets,Gas giants,Hot Jupiters,,,,,,,,
Astronomical objects,Planets,Gas giants,Hot Neptunes,,,,,,,,
Astronomical objects,Planets,Gas giants,,,,,,,,,
Astronomical objects,Planets,Inner planets,Earth (planet),,,,,,,,
